input,R,G,B
8.515625000000000000e-01,9.362932204249999613e-01,9.246001769999999675e-01,8.929812124499998394e-01
8.554687500000000000e-01,9.384153912374999518e-01,9.274361945000000329e-01,8.977293442749998409e-01
8.593750000000000000e-01,9.405375620500000533e-01,9.302722119999999872e-01,9.024774761000000645e-01
8.632812500000000000e-01,9.426597328625001548e-01,9.331082295000000526e-01,9.072256079250000660e-01
8.671875000000000000e-01,9.447819036750000343e-01,9.359442470000000069e-01,9.119737397499999565e-01
8.710937500000000000e-01,9.469040744874999138e-01,9.387802644999999613e-01,9.167218715749999580e-01
8.750000000000000000e-01,9.490262453000000153e-01,9.416162820000000266e-01,9.214700033999999595e-01
8.789062500000000000e-01,9.507415044999999454e-01,9.439990668125000095e-01,9.256658489249999233e-01
8.828125000000000000e-01,9.524567636999999864e-01,9.463818516249999924e-01,9.298616944499999981e-01
8.867187500000000000e-01,9.541720229000000275e-01,9.487646364374999752e-01,9.340575399749999619e-01
8.906250000000000000e-01,9.558872820999999576e-01,9.511474212499999581e-01,9.382533854999999257e-01
8.945312500000000000e-01,9.576025412999999986e-01,9.535302060624999410e-01,9.424492310250000005e-01
8.984375000000000000e-01,9.593178005000000397e-01,9.559129908750000348e-01,9.466450765499999642e-01
9.023437500000000000e-01,9.610330597000000807e-01,9.582957756874999067e-01,9.508409220750000390e-01
9.062500000000000000e-01,9.627483189000000108e-01,9.606785605000000006e-01,9.550367676000000028e-01
9.101562500000000000e-01,9.644690859000000227e-01,9.626573323875000643e-01,9.577188128749999363e-01
9.140625000000000000e-01,9.661898529000000346e-01,9.646361042750000170e-01,9.604008581500000918e-01
9.179687500000000000e-01,9.679106198999999355e-01,9.666148761624999697e-01,9.630829034250000253e-01
9.218750000000000000e-01,9.696313868999999475e-01,9.685936480499999224e-01,9.657649487000000699e-01
9.257812500000000000e-01,9.713521539000000704e-01,9.705724199374998751e-01,9.684469939750000034e-01
9.296875000000000000e-01,9.730729208999999713e-01,9.725511918249999388e-01,9.711290392500000479e-01
9.335937500000000000e-01,9.747936878999999832e-01,9.745299637125000025e-01,9.738110845250000924e-01
9.375000000000000000e-01,9.765144548999999952e-01,9.765087355999999552e-01,9.764931298000000259e-01
9.414062500000000000e-01,9.781373473249999062e-01,9.781323429374999545e-01,9.781186878625000025e-01
9.453125000000000000e-01,9.797602397500000393e-01,9.797559502749999538e-01,9.797442459250000901e-01
9.492187500000000000e-01,9.813831321749999503e-01,9.813795576124999531e-01,9.813698039874999557e-01
9.531250000000000000e-01,9.830060245999999724e-01,9.830031649499999524e-01,9.829953620499999323e-01
9.570312500000000000e-01,9.846289170249999945e-01,9.846267722874999517e-01,9.846209201125000199e-01
9.609375000000000000e-01,9.862518094499999055e-01,9.862503796249999510e-01,9.862464781749999965e-01
9.648437500000000000e-01,9.878747018750000386e-01,9.878739869624999503e-01,9.878720362374999731e-01
9.687500000000000000e-01,9.894975942999999496e-01,9.894975942999999496e-01,9.894975942999999496e-01
9.726562500000000000e-01,9.908103950125000114e-01,9.908103950125000114e-01,9.908103950125000114e-01
9.765625000000000000e-01,9.921231957250000733e-01,9.921231957250000733e-01,9.921231957250000733e-01
9.804687500000000000e-01,9.934359964374999130e-01,9.934359964374999130e-01,9.934359964374999130e-01
9.843750000000000000e-01,9.947487971499999748e-01,9.947487971499999748e-01,9.947487971499999748e-01
9.882812500000000000e-01,9.960615978625000366e-01,9.960615978625000366e-01,9.960615978625000366e-01
9.921875000000000000e-01,9.973743985749998764e-01,9.973743985749998764e-01,9.973743985749998764e-01
9.960937500000000000e-01,9.986871992874999382e-01,9.986871992874999382e-01,9.986871992874999382e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
