input,R,G,B
4.375000000000000000e-01,4.712224982000000062e-01,4.712224982000000062e-01,4.712224982000000062e-01
4.414062500000000000e-01,4.751802013250000511e-01,4.751802013249999401e-01,4.751802013250000511e-01
4.453125000000000000e-01,4.791379044500000406e-01,4.791379044500000406e-01,4.791379044499999851e-01
4.492187500000000000e-01,4.830956075749999745e-01,4.830956075749999745e-01,4.830956075750000300e-01
4.531250000000000000e-01,4.870533106999999640e-01,4.870533106999999640e-01,4.870533107000000195e-01
4.570312500000000000e-01,4.910110138249999534e-01,4.910110138249999534e-01,4.910110138250000089e-01
4.609375000000000000e-01,4.949687169499999984e-01,4.949687169499999984e-01,4.949687169499999984e-01
4.648437500000000000e-01,4.989264200749999878e-01,4.989264200749999878e-01,4.989264200749999878e-01
4.687500000000000000e-01,5.028841231999999772e-01,5.028841231999999772e-01,5.028841231999999772e-01
4.726562500000000000e-01,5.069241363875000017e-01,5.069241363875001127e-01,5.069241363875000017e-01
4.765625000000000000e-01,5.109641495749999152e-01,5.109641495750000262e-01,5.109641495749999152e-01
4.804687500000000000e-01,5.150041627624999396e-01,5.150041627624999396e-01,5.150041627624999396e-01
4.843750000000000000e-01,5.190441759499999641e-01,5.190441759499999641e-01,5.190441759499999641e-01
4.882812500000000000e-01,5.230841891374999886e-01,5.230841891374999886e-01,5.230841891374999886e-01
4.921875000000000000e-01,5.271242023250000130e-01,5.271242023249999020e-01,5.271242023250000130e-01
4.960937500000000000e-01,5.311642155124999265e-01,5.311642155124998155e-01,5.311642155124999265e-01
5.000000000000000000e-01,5.352042286999999510e-01,5.352042286999999510e-01,5.352042286999999510e-01
5.039062500000000000e-01,5.391489161499999350e-01,5.391489161499999350e-01,5.391489161499999350e-01
5.078125000000000000e-01,5.430936035999998079e-01,5.430936036000000300e-01,5.430936036000000300e-01
5.117187500000000000e-01,5.470382910500000140e-01,5.470382910500001250e-01,5.470382910500000140e-01
5.156250000000000000e-01,5.509829784999999980e-01,5.509829784999999980e-01,5.509829784999999980e-01
5.195312500000000000e-01,5.549276659499999820e-01,5.549276659499998710e-01,5.549276659499999820e-01
5.234375000000000000e-01,5.588723534000001880e-01,5.588723533999999660e-01,5.588723533999999660e-01
5.273437500000000000e-01,5.628170408500000610e-01,5.628170408500000610e-01,5.628170408500000610e-01
5.312500000000000000e-01,5.667617283000000450e-01,5.667617283000000450e-01,5.667617283000000450e-01
5.351562500000000000e-01,5.706240196749999827e-01,5.706240196749999827e-01,5.706240196750000937e-01
5.390625000000000000e-01,5.744863110500000314e-01,5.744863110500000314e-01,5.744863110500000314e-01
5.429687500000000000e-01,5.783486024249999691e-01,5.783486024250000801e-01,5.783486024249999691e-01
5.468750000000000000e-01,5.822108937999999068e-01,5.822108938000000178e-01,5.822108938000000178e-01
5.507812500000000000e-01,5.860731851750000665e-01,5.860731851749999555e-01,5.860731851750000665e-01
5.546875000000000000e-01,5.899354765500000042e-01,5.899354765500000042e-01,5.899354765500000042e-01
5.585937500000000000e-01,5.937977679250000529e-01,5.937977679250000529e-01,5.937977679249999419e-01
5.625000000000000000e-01,5.976600592999999906e-01,5.976600592999999906e-01,5.976600592999999906e-01
5.664062500000000000e-01,6.014528842874999892e-01,6.014528842874999892e-01,6.014528842874999892e-01
5.703125000000000000e-01,6.052457092749999878e-01,6.052457092749999878e-01,6.052457092749999878e-01
5.742187500000000000e-01,6.090385342624999865e-01,6.090385342624999865e-01,6.090385342624999865e-01
5.781250000000000000e-01,6.128313592499998741e-01,6.128313592500000961e-01,6.128313592499999851e-01
